student_id,entry_term,college,major,stem,first_gen,pell_eligible,works_20plus_hrs,hs_gpa,fall25_credits_attempted,fall25_credits_earned,fall25_gpa,gateway_math_grade,lms_logins_first4wks,advising_visits_ay25,spring26_gpa,cumulative_gpa,retained_fall26,class_level_fall26
LU25208,Fall 2025,Nursing & Health,Nursing,1,0,0,1,3.3,14,10,1.37,D,85,3,0.96,1.17,0,Not enrolled
LU25209,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,2.54,12,12,1.59,W,123,1,1.88,1.74,1,Sophomore
LU25210,Fall 2025,Arts & Sciences,Chemistry,1,0,0,1,3.65,15,15,2.58,D,81,0,2.68,2.63,1,Sophomore
LU25211,Fall 2025,Arts & Sciences,Biology,1,0,0,0,3.61,17,17,2.84,B,76,1,2.44,2.64,1,Sophomore
LU25212,Fall 2025,Arts & Sciences,Economics,0,0,0,0,4.0,13,13,2.45,,101,1,1.65,2.05,1,Sophomore
LU25213,Fall 2025,Business,Management,0,0,1,1,3.9,15,15,3.6,C,60,1,3.56,3.58,1,Sophomore
LU25214,Fall 2025,Nursing & Health,Nursing,1,0,0,0,3.35,14,14,3.19,A,78,0,3.82,3.51,1,Sophomore
LU25215,Fall 2025,Arts & Sciences,Economics,0,0,0,1,3.92,17,17,2.38,W,39,1,2.67,2.52,1,Sophomore
LU25216,Fall 2025,Education,Elementary Education,0,1,1,1,2.97,14,14,2.04,C,111,1,1.7,1.87,1,Sophomore
LU25217,Fall 2025,Nursing & Health,Kinesiology,1,0,0,0,3.37,17,14,2.19,F,114,2,2.02,2.1,1,Sophomore
LU25218,Fall 2025,Arts & Sciences,Biology,1,1,0,0,3.59,15,15,2.58,C,94,0,2.49,2.53,1,Sophomore
LU25219,Fall 2025,Nursing & Health,Public Health,0,0,0,1,2.91,14,14,1.75,,82,1,,1.75,0,Not enrolled
LU25220,Fall 2025,Education,Elementary Education,0,0,0,0,3.51,15,15,2.1,,70,5,2.39,2.24,1,Sophomore
LU25221,Fall 2025,Arts & Sciences,Psychology,0,0,0,0,3.36,12,12,2.33,,78,0,2.66,2.5,1,Sophomore
LU25222,Fall 2025,Business,Marketing,0,1,1,1,3.24,17,5,1.05,D,30,2,1.05,1.05,0,Not enrolled
LU25223,Fall 2025,Business,Marketing,0,0,0,0,3.41,17,17,1.83,D,64,1,2.53,2.18,1,Sophomore
LU25224,Fall 2025,Business,Management,0,0,0,0,3.32,14,14,4.0,A,94,0,3.98,3.99,1,Sophomore
LU25225,Fall 2025,Arts & Sciences,Political Science,0,0,0,1,2.9,15,15,2.43,C,64,3,2.4,2.41,1,Sophomore
LU25226,Fall 2025,Business,Accounting,0,0,0,1,3.36,14,14,3.67,A,118,0,3.84,3.75,1,Sophomore
LU25227,Fall 2025,Business,Management,0,0,1,1,3.7,14,11,1.72,D,131,3,,1.72,0,Not enrolled
LU25228,Fall 2025,Nursing & Health,Nursing,1,0,0,1,3.32,16,16,3.74,B,73,0,3.98,3.86,1,Sophomore
LU25229,Fall 2025,Nursing & Health,Public Health,0,0,0,0,3.68,14,14,2.62,,84,2,3.08,2.85,1,Sophomore
LU25230,Fall 2025,Arts & Sciences,Chemistry,1,1,0,0,3.87,15,15,3.09,B,77,1,2.62,2.85,0,Not enrolled
LU25231,Fall 2025,Nursing & Health,Nursing,1,0,0,0,3.61,15,15,2.91,B,138,2,2.9,2.91,1,Sophomore
LU25232,Fall 2025,Education,Elementary Education,0,1,0,0,3.37,14,14,2.97,B,119,1,3.32,3.15,1,Sophomore
LU25233,Fall 2025,Education,Elementary Education,0,0,1,1,3.14,16,16,2.99,,70,0,3.66,3.33,1,Sophomore
LU25234,Fall 2025,Arts & Sciences,Chemistry,1,0,1,0,3.57,16,16,2.91,C,106,0,3.06,2.98,1,Sophomore
LU25235,Fall 2025,Arts & Sciences,Economics,0,0,0,0,3.29,16,16,3.49,B,66,1,3.26,3.37,1,Sophomore
LU25236,Fall 2025,Business,Management,0,0,0,0,2.78,14,10,2.08,D,124,2,2.69,2.39,1,Freshman
LU25237,Fall 2025,Arts & Sciences,Psychology,0,0,0,1,3.99,15,15,2.5,B,57,1,2.42,2.46,1,Sophomore
LU25238,Fall 2025,Business,Accounting,0,0,0,0,3.36,13,13,3.19,A,94,0,3.45,3.32,1,Sophomore
LU25239,Fall 2025,Undeclared,Undeclared,0,1,0,0,3.76,15,15,3.35,,103,1,3.34,3.34,0,Not enrolled
LU25240,Fall 2025,Arts & Sciences,Biology,1,1,1,1,3.58,15,15,2.52,C,70,1,2.39,2.45,0,Not enrolled
LU25241,Fall 2025,Arts & Sciences,Mathematics,1,1,1,1,3.59,13,13,2.48,C,44,0,2.54,2.51,1,Sophomore
LU25242,Fall 2025,Engineering,Mechanical Engineering,1,0,0,0,3.32,15,15,3.61,A,89,1,3.91,3.76,1,Sophomore
LU25243,Fall 2025,Business,Management,0,0,0,1,3.74,14,14,3.3,B,61,1,3.87,3.58,1,Sophomore
LU25244,Fall 2025,Arts & Sciences,Psychology,0,0,0,1,3.49,15,15,2.7,C,97,1,2.96,2.83,1,Sophomore
LU25245,Fall 2025,Engineering,Mechanical Engineering,1,0,1,1,3.25,17,17,3.51,B,79,0,3.23,3.37,1,Sophomore
LU25246,Fall 2025,Arts & Sciences,Biology,1,1,1,1,3.27,16,13,1.83,F,70,0,1.07,1.45,1,Sophomore
LU25247,Fall 2025,Business,Management,0,0,0,0,3.67,16,16,2.41,C,69,0,2.69,2.55,1,Sophomore
LU25248,Fall 2025,Nursing & Health,Public Health,0,0,1,0,3.63,12,12,3.52,B,135,3,2.82,3.17,1,Sophomore
LU25249,Fall 2025,Arts & Sciences,Economics,0,0,0,1,3.14,17,17,2.69,,48,1,2.95,2.82,1,Sophomore
LU25250,Fall 2025,Arts & Sciences,Political Science,0,0,0,1,3.06,15,11,1.65,,32,0,1.51,1.58,1,Freshman
LU25251,Fall 2025,Engineering,Mechanical Engineering,1,0,0,1,3.74,16,16,4.0,A,97,3,4.0,4.0,1,Sophomore
LU25252,Fall 2025,Arts & Sciences,Political Science,0,0,1,1,3.37,14,14,3.99,,61,2,4.0,3.99,1,Sophomore
LU25253,Fall 2025,Arts & Sciences,Biology,1,1,0,1,3.27,16,16,2.89,A,32,2,3.28,3.08,1,Sophomore
LU25254,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,3.57,15,15,3.13,B,99,3,3.75,3.44,1,Sophomore
LU25255,Fall 2025,Engineering,Computer Science,1,1,0,0,3.38,15,15,2.3,C,95,3,2.66,2.48,1,Sophomore
LU25256,Fall 2025,Arts & Sciences,Psychology,0,0,0,0,3.36,15,15,3.29,B,110,1,3.37,3.33,1,Sophomore
LU25257,Fall 2025,Nursing & Health,Kinesiology,1,0,0,0,3.42,14,14,2.57,A,114,4,2.25,2.41,1,Sophomore
LU25258,Fall 2025,Business,Management,0,0,1,1,2.97,14,14,2.56,C,65,1,2.28,2.42,1,Sophomore
LU25259,Fall 2025,Arts & Sciences,Psychology,0,0,1,0,3.65,15,15,3.39,B,128,3,3.89,3.64,1,Sophomore
LU25260,Fall 2025,Arts & Sciences,Biology,1,0,1,0,3.43,12,12,3.25,A,94,4,2.92,3.08,1,Sophomore
LU25261,Fall 2025,Nursing & Health,Nursing,1,1,0,0,3.14,16,16,3.18,B,71,0,3.26,3.22,1,Sophomore
LU25262,Fall 2025,Arts & Sciences,Chemistry,1,1,1,0,3.26,13,13,3.42,C,48,1,3.66,3.54,1,Sophomore
LU25263,Fall 2025,Arts & Sciences,Economics,0,0,0,1,3.8,16,16,3.28,B,25,1,3.32,3.3,1,Sophomore
LU25264,Fall 2025,Arts & Sciences,Political Science,0,0,1,1,3.54,17,17,3.09,,69,1,2.86,2.97,1,Sophomore
LU25265,Fall 2025,Arts & Sciences,Psychology,0,0,0,1,3.2,14,14,3.52,B,77,1,4.0,3.76,1,Sophomore
LU25266,Fall 2025,Education,Secondary Education,0,0,0,0,2.83,16,16,3.22,,120,2,2.74,2.98,1,Sophomore
LU25267,Fall 2025,Arts & Sciences,Chemistry,1,0,0,1,4.0,12,12,3.65,B,69,0,3.96,3.81,1,Sophomore
LU25268,Fall 2025,Arts & Sciences,Mathematics,1,1,1,1,3.3,12,12,1.92,W,113,3,1.46,1.69,0,Not enrolled
LU25269,Fall 2025,Nursing & Health,Kinesiology,1,1,0,0,3.88,13,13,2.97,C,58,1,2.8,2.88,0,Not enrolled
LU25270,Fall 2025,Business,Management,0,1,0,0,3.76,17,17,2.93,B,71,1,2.84,2.89,1,Sophomore
LU25271,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,2.77,15,12,1.47,F,117,2,,1.47,0,Not enrolled
LU25272,Fall 2025,Engineering,Computer Science,1,0,1,1,3.48,13,13,2.51,,63,0,2.27,2.39,1,Sophomore
LU25273,Fall 2025,Education,Secondary Education,0,0,1,1,3.74,13,13,3.85,,130,1,3.7,3.78,1,Sophomore
LU25274,Fall 2025,Arts & Sciences,Biology,1,1,1,1,3.26,15,12,1.4,C,84,0,1.05,1.22,0,Not enrolled
LU25275,Fall 2025,Business,Finance,0,0,0,0,4.0,17,17,3.16,B,65,0,3.16,3.16,1,Sophomore
LU25276,Fall 2025,Arts & Sciences,English,0,0,0,0,3.85,16,16,4.0,A,65,0,3.54,3.77,1,Sophomore
LU25277,Fall 2025,Nursing & Health,Kinesiology,1,1,0,0,3.44,15,15,3.21,C,69,1,3.22,3.21,1,Sophomore
LU25278,Fall 2025,Nursing & Health,Kinesiology,1,1,0,0,3.72,15,15,3.35,C,101,1,,3.35,0,Not enrolled
LU25279,Fall 2025,Nursing & Health,Public Health,0,0,0,0,3.56,15,15,2.75,,26,1,2.46,2.61,1,Sophomore
LU25280,Fall 2025,Business,Management,0,0,0,0,4.0,16,16,3.38,A,72,1,3.71,3.54,1,Sophomore
LU25281,Fall 2025,Arts & Sciences,Mathematics,1,1,0,0,4.0,16,16,2.99,C,92,2,3.05,3.02,1,Sophomore
LU25282,Fall 2025,Arts & Sciences,Economics,0,1,1,0,3.41,16,9,2.2,,33,1,2.22,2.21,1,Freshman
LU25283,Fall 2025,Engineering,Mechanical Engineering,1,1,0,1,3.31,16,16,3.19,B,101,0,3.29,3.24,1,Sophomore
LU25284,Fall 2025,Nursing & Health,Kinesiology,1,0,0,1,3.37,16,16,1.84,F,75,3,1.9,1.87,1,Sophomore
LU25285,Fall 2025,Arts & Sciences,Chemistry,1,0,0,1,3.45,15,15,2.11,W,66,1,2.44,2.27,1,Sophomore
LU25286,Fall 2025,Arts & Sciences,English,0,1,1,0,3.81,16,16,3.26,B,90,0,2.79,3.02,1,Sophomore
LU25287,Fall 2025,Engineering,Civil Engineering,1,0,0,0,3.86,12,12,2.58,C,98,1,3.38,2.98,1,Sophomore
LU25288,Fall 2025,Nursing & Health,Nursing,1,0,0,1,4.0,17,17,3.14,C,65,0,2.92,3.03,1,Sophomore
LU25289,Fall 2025,Education,Secondary Education,0,1,0,1,3.68,14,14,3.29,,21,3,3.95,3.62,1,Sophomore
LU25290,Fall 2025,Arts & Sciences,Biology,1,1,0,1,3.58,14,14,1.95,C,17,4,1.87,1.91,1,Sophomore
LU25291,Fall 2025,Arts & Sciences,Biology,1,0,0,1,4.0,13,13,4.0,A,107,2,3.96,3.98,1,Sophomore
LU25292,Fall 2025,Nursing & Health,Kinesiology,1,0,0,0,3.44,15,15,2.5,D,105,0,3.07,2.78,1,Sophomore
LU25293,Fall 2025,Business,Accounting,0,0,0,0,4.0,17,17,3.31,C,166,0,3.36,3.33,1,Sophomore
LU25294,Fall 2025,Nursing & Health,Kinesiology,1,1,1,1,3.31,15,15,2.44,B,24,1,2.5,2.47,1,Sophomore
LU25295,Fall 2025,Undeclared,Undeclared,0,0,0,0,4.0,13,13,2.79,,129,2,2.72,2.75,1,Sophomore
LU25296,Fall 2025,Education,Secondary Education,0,1,1,1,3.02,12,8,1.66,W,78,6,1.91,1.79,1,Freshman
LU25297,Fall 2025,Nursing & Health,Kinesiology,1,1,1,1,3.64,16,16,3.41,B,60,0,3.73,3.57,1,Sophomore
LU25298,Fall 2025,Nursing & Health,Nursing,1,0,0,1,2.88,16,13,1.69,W,22,1,,1.69,0,Not enrolled
LU25299,Fall 2025,Engineering,Mechanical Engineering,1,1,1,0,3.48,17,17,3.63,A,78,2,3.7,3.67,1,Sophomore
LU25300,Fall 2025,Business,Accounting,0,0,0,0,3.25,15,15,3.46,,77,1,3.5,3.48,1,Sophomore
LU25301,Fall 2025,Arts & Sciences,Economics,0,0,0,0,3.77,16,9,2.15,,94,2,2.36,2.26,1,Freshman
LU25302,Fall 2025,Nursing & Health,Nursing,1,0,0,0,2.94,16,16,2.44,C,98,1,1.9,2.17,1,Sophomore
LU25303,Fall 2025,Nursing & Health,Kinesiology,1,0,0,0,3.47,12,12,3.52,B,97,2,3.45,3.48,1,Sophomore
LU25304,Fall 2025,Nursing & Health,Public Health,0,0,1,0,3.6,15,15,3.27,B,132,0,2.94,3.11,1,Sophomore
LU25305,Fall 2025,Engineering,Computer Science,1,1,1,0,3.1,14,14,2.04,W,38,1,,2.04,0,Not enrolled
LU25306,Fall 2025,Arts & Sciences,Psychology,0,0,1,1,3.71,16,16,3.03,,48,0,2.88,2.95,1,Sophomore
LU25307,Fall 2025,Engineering,Computer Science,1,0,0,1,3.2,12,8,1.98,C,65,2,1.99,1.99,1,Freshman
LU25308,Fall 2025,Arts & Sciences,English,0,0,0,0,2.95,14,14,2.33,,97,1,2.95,2.64,1,Sophomore
LU25309,Fall 2025,Nursing & Health,Nursing,1,0,0,1,3.54,17,17,2.75,B,89,1,2.89,2.82,1,Sophomore
LU25310,Fall 2025,Engineering,Electrical Engineering,1,0,0,0,3.0,15,12,2.11,D,50,2,1.76,1.94,0,Not enrolled
LU25311,Fall 2025,Engineering,Electrical Engineering,1,0,1,0,3.34,17,17,3.56,B,135,1,3.48,3.52,1,Sophomore
LU25312,Fall 2025,Engineering,Electrical Engineering,1,1,1,1,3.5,16,16,2.9,B,93,1,3.37,3.14,1,Sophomore
LU25313,Fall 2025,Nursing & Health,Kinesiology,1,1,1,0,3.32,14,14,3.06,A,76,0,2.97,3.02,1,Sophomore
LU25314,Fall 2025,Engineering,Electrical Engineering,1,1,0,1,4.0,14,14,3.4,B,97,2,3.82,3.61,1,Sophomore
LU25315,Fall 2025,Nursing & Health,Kinesiology,1,0,0,1,3.52,15,15,2.21,C,69,2,2.25,2.23,0,Not enrolled
LU25316,Fall 2025,Education,Elementary Education,0,0,0,0,3.34,13,13,2.25,,94,0,2.66,2.46,1,Sophomore
LU25317,Fall 2025,Engineering,Electrical Engineering,1,0,0,1,3.43,15,15,2.39,D,102,1,2.07,2.23,1,Sophomore
LU25318,Fall 2025,Arts & Sciences,Biology,1,1,1,1,3.93,16,16,2.34,D,34,0,1.95,2.14,0,Not enrolled
LU25319,Fall 2025,Nursing & Health,Public Health,0,0,1,0,3.36,16,16,2.9,,97,2,2.72,2.81,1,Sophomore
LU25320,Fall 2025,Undeclared,Undeclared,0,0,1,0,3.53,13,9,2.17,,76,3,2.33,2.25,1,Freshman
LU25321,Fall 2025,Arts & Sciences,Economics,0,1,0,0,2.91,14,14,3.61,,97,2,3.35,3.48,1,Sophomore
LU25322,Fall 2025,Business,Management,0,1,1,1,3.61,15,15,2.47,D,38,2,2.67,2.57,1,Sophomore
LU25323,Fall 2025,Nursing & Health,Nursing,1,0,0,0,3.18,15,15,3.24,D,100,0,2.75,2.99,1,Sophomore
LU25324,Fall 2025,Education,Secondary Education,0,0,1,1,2.86,16,16,2.63,F,81,0,1.68,2.15,0,Not enrolled
LU25325,Fall 2025,Arts & Sciences,Political Science,0,1,1,0,3.79,14,14,3.58,,150,0,3.46,3.52,1,Sophomore
LU25326,Fall 2025,Arts & Sciences,Economics,0,1,1,0,3.24,14,14,4.0,,95,4,3.78,3.89,1,Sophomore
LU25327,Fall 2025,Undeclared,Undeclared,0,0,0,1,3.47,13,13,2.39,,56,1,1.58,1.98,1,Sophomore
LU25328,Fall 2025,Arts & Sciences,Political Science,0,1,1,0,2.98,14,14,2.7,,51,0,2.43,2.56,1,Sophomore
LU25329,Fall 2025,Arts & Sciences,Political Science,0,1,1,0,3.54,16,16,2.51,B,102,2,2.57,2.54,1,Sophomore
LU25330,Fall 2025,Business,Accounting,0,0,0,0,3.12,15,12,2.16,F,115,2,1.58,1.87,1,Sophomore
LU25331,Fall 2025,Engineering,Civil Engineering,1,0,0,0,4.0,17,17,3.08,A,123,2,2.9,2.99,1,Sophomore
LU25332,Fall 2025,Nursing & Health,Kinesiology,1,0,0,1,3.3,15,8,2.04,C,76,0,2.6,2.32,1,Freshman
LU25333,Fall 2025,Arts & Sciences,English,0,0,1,1,3.73,16,16,2.54,,57,2,1.9,2.22,0,Not enrolled
LU25334,Fall 2025,Education,Secondary Education,0,1,1,1,3.81,16,16,2.25,A,45,0,2.4,2.33,1,Sophomore
LU25335,Fall 2025,Arts & Sciences,Biology,1,0,0,1,2.87,16,13,2.04,,102,2,2.41,2.23,1,Sophomore
LU25336,Fall 2025,Nursing & Health,Public Health,0,0,0,0,3.61,13,13,2.8,,122,1,2.67,2.74,1,Sophomore
LU25337,Fall 2025,Arts & Sciences,Mathematics,1,1,0,1,3.23,14,14,2.84,B,73,0,3.27,3.05,1,Sophomore
LU25338,Fall 2025,Engineering,Civil Engineering,1,0,1,0,3.06,15,15,2.43,C,95,0,2.95,2.69,1,Sophomore
LU25339,Fall 2025,Arts & Sciences,Economics,0,0,0,1,3.84,15,15,2.91,,61,2,2.96,2.93,1,Sophomore
LU25340,Fall 2025,Arts & Sciences,English,0,0,0,0,3.15,15,15,2.78,,90,1,3.2,2.99,1,Sophomore
LU25341,Fall 2025,Arts & Sciences,Biology,1,0,1,0,3.7,17,17,4.0,A,108,3,3.94,3.97,1,Sophomore
LU25342,Fall 2025,Business,Management,0,1,0,0,3.74,16,16,4.0,A,88,2,4.0,4.0,1,Sophomore
LU25343,Fall 2025,Engineering,Computer Science,1,0,1,1,3.39,13,13,2.5,,52,1,1.7,2.1,0,Not enrolled
LU25344,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,3.39,17,14,1.51,D,31,2,0.92,1.21,0,Not enrolled
LU25345,Fall 2025,Undeclared,Undeclared,0,0,0,0,3.72,13,13,2.86,,87,2,3.05,2.95,1,Sophomore
LU25346,Fall 2025,Education,Secondary Education,0,0,1,1,3.31,14,14,2.41,,58,2,2.29,2.35,1,Sophomore
LU25347,Fall 2025,Education,Elementary Education,0,0,0,0,2.91,15,11,2.09,,121,1,1.85,1.97,1,Freshman
LU25348,Fall 2025,Arts & Sciences,Economics,0,0,1,1,3.44,17,17,3.51,,69,2,3.49,3.5,1,Sophomore
LU25349,Fall 2025,Engineering,Electrical Engineering,1,1,1,0,3.6,15,15,4.0,A,83,1,4.0,4.0,1,Sophomore
LU25350,Fall 2025,Arts & Sciences,English,0,0,0,0,3.53,15,15,3.39,,98,0,3.71,3.55,1,Sophomore
LU25351,Fall 2025,Arts & Sciences,Mathematics,1,0,1,0,3.91,15,15,3.23,A,5,1,2.89,3.06,1,Sophomore
LU25352,Fall 2025,Arts & Sciences,Economics,0,0,0,1,3.09,16,16,1.31,W,90,4,1.79,1.55,1,Sophomore
LU25353,Fall 2025,Engineering,Civil Engineering,1,1,0,0,3.23,14,14,2.56,C,92,1,2.71,2.63,0,Not enrolled
LU25354,Fall 2025,Arts & Sciences,English,0,0,0,0,3.11,16,16,3.05,,54,4,3.11,3.08,1,Sophomore
LU25355,Fall 2025,Arts & Sciences,English,0,0,0,0,3.62,16,16,3.1,A,77,3,4.0,3.55,1,Sophomore
LU25356,Fall 2025,Education,Secondary Education,0,0,0,0,3.29,15,15,3.14,C,144,1,3.15,3.14,1,Sophomore
LU25357,Fall 2025,Engineering,Electrical Engineering,1,1,1,0,3.48,12,12,2.82,C,42,1,2.63,2.73,1,Sophomore
LU25358,Fall 2025,Arts & Sciences,Chemistry,1,0,0,1,3.44,14,7,1.21,W,104,0,1.55,1.38,1,Freshman
LU25359,Fall 2025,Business,Marketing,0,0,1,1,3.48,13,13,2.75,C,94,0,2.86,2.81,1,Sophomore
LU25360,Fall 2025,Arts & Sciences,English,0,0,0,0,4.0,13,13,4.0,,57,3,3.94,3.97,1,Sophomore
LU25361,Fall 2025,Engineering,Electrical Engineering,1,1,1,1,3.2,13,10,1.4,D,96,0,0.98,1.19,0,Not enrolled
LU25362,Fall 2025,Arts & Sciences,Political Science,0,1,1,0,2.92,15,15,2.92,C,81,1,2.96,2.94,1,Sophomore
LU25363,Fall 2025,Engineering,Civil Engineering,1,1,0,0,3.29,14,14,3.68,B,71,4,3.8,3.74,1,Sophomore
LU25364,Fall 2025,Business,Finance,0,0,0,0,3.55,15,15,3.25,B,79,1,3.53,3.39,1,Sophomore
LU25365,Fall 2025,Engineering,Civil Engineering,1,1,1,1,3.42,13,13,1.78,C,85,1,2.07,1.93,1,Sophomore
LU25366,Fall 2025,Engineering,Civil Engineering,1,1,1,1,3.34,16,13,1.87,W,67,2,2.0,1.93,0,Not enrolled
LU25367,Fall 2025,Nursing & Health,Nursing,1,0,0,0,3.99,15,15,2.79,C,105,1,2.76,2.77,1,Sophomore
LU25368,Fall 2025,Education,Secondary Education,0,0,0,1,3.75,15,15,3.2,,119,1,3.16,3.18,1,Sophomore
LU25369,Fall 2025,Arts & Sciences,English,0,0,1,1,3.74,14,14,2.24,,65,2,1.87,2.06,1,Sophomore
LU25370,Fall 2025,Arts & Sciences,Chemistry,1,0,0,1,3.31,15,8,2.07,W,54,4,2.66,2.37,1,Freshman
LU25371,Fall 2025,Arts & Sciences,Mathematics,1,0,1,0,3.19,15,8,2.09,D,100,2,1.74,1.91,1,Freshman
LU25372,Fall 2025,Undeclared,Undeclared,0,0,1,1,4.0,14,14,3.2,,38,2,3.37,3.28,1,Sophomore
LU25373,Fall 2025,Undeclared,Undeclared,0,1,1,1,3.16,15,15,2.27,C,90,0,1.89,2.08,1,Sophomore
LU25374,Fall 2025,Arts & Sciences,Political Science,0,0,0,0,3.28,16,16,2.9,,127,1,3.44,3.17,1,Sophomore
LU25375,Fall 2025,Undeclared,Undeclared,0,1,1,0,3.43,17,17,3.63,,100,1,3.52,3.58,1,Sophomore
LU25376,Fall 2025,Arts & Sciences,English,0,0,0,1,3.34,15,15,3.08,,56,1,2.48,2.78,1,Sophomore
LU25377,Fall 2025,Engineering,Civil Engineering,1,1,1,1,3.31,17,17,2.12,W,34,1,2.37,2.25,1,Sophomore
LU25378,Fall 2025,Engineering,Civil Engineering,1,0,1,1,3.94,14,7,2.08,W,118,2,2.14,2.11,1,Freshman
LU25379,Fall 2025,Education,Elementary Education,0,1,1,1,4.0,14,14,2.28,F,32,0,2.19,2.23,1,Sophomore
LU25380,Fall 2025,Arts & Sciences,English,0,0,1,0,3.6,14,14,2.59,,64,1,2.22,2.41,1,Sophomore
LU25381,Fall 2025,Arts & Sciences,Chemistry,1,0,0,0,3.51,13,13,2.71,C,61,0,2.1,2.4,1,Sophomore
LU25382,Fall 2025,Business,Management,0,0,0,1,2.58,17,13,1.63,D,69,0,1.75,1.69,1,Sophomore
LU25383,Fall 2025,Arts & Sciences,Economics,0,1,0,0,3.67,15,15,3.38,A,45,0,3.32,3.35,1,Sophomore
LU25384,Fall 2025,Arts & Sciences,Economics,0,0,0,0,2.78,15,15,3.43,,115,0,3.75,3.59,1,Sophomore
LU25385,Fall 2025,Engineering,Mechanical Engineering,1,0,0,0,3.76,15,15,3.26,B,29,1,3.15,3.21,1,Sophomore
LU25386,Fall 2025,Education,Secondary Education,0,0,1,0,3.38,15,15,2.58,,43,2,2.64,2.61,1,Sophomore
LU25387,Fall 2025,Nursing & Health,Public Health,0,0,1,1,2.88,16,16,2.06,F,68,1,1.86,1.96,1,Sophomore
LU25388,Fall 2025,Nursing & Health,Kinesiology,1,1,0,1,3.45,16,16,3.19,C,84,1,3.03,3.11,1,Sophomore
LU25389,Fall 2025,Nursing & Health,Public Health,0,1,1,0,3.01,16,16,2.99,,36,2,3.07,3.03,1,Sophomore
LU25390,Fall 2025,Business,Accounting,0,0,0,0,3.24,15,15,2.57,C,114,1,2.63,2.6,1,Sophomore
LU25391,Fall 2025,Nursing & Health,Nursing,1,0,0,0,3.34,14,14,3.28,B,73,0,3.31,3.3,1,Sophomore
LU25392,Fall 2025,Business,Finance,0,1,1,0,2.91,12,12,3.11,B,56,0,2.75,2.93,1,Sophomore
LU25393,Fall 2025,Nursing & Health,Kinesiology,1,1,0,1,3.4,14,14,3.08,B,67,1,3.17,3.12,1,Sophomore
LU25394,Fall 2025,Arts & Sciences,Biology,1,1,0,0,2.94,13,13,1.77,F,98,1,1.3,1.54,1,Sophomore
LU25395,Fall 2025,Arts & Sciences,Economics,0,0,0,1,3.74,15,15,3.34,,111,3,3.71,3.52,1,Sophomore
LU25396,Fall 2025,Nursing & Health,Public Health,0,0,0,1,3.07,13,9,1.33,,60,4,1.49,1.41,0,Not enrolled
LU25397,Fall 2025,Arts & Sciences,Psychology,0,0,0,0,3.62,12,12,2.6,,109,1,,2.6,0,Not enrolled
LU25398,Fall 2025,Education,Elementary Education,0,0,0,1,3.39,14,14,2.31,,12,1,2.2,2.25,1,Sophomore
LU25399,Fall 2025,Business,Marketing,0,0,0,1,3.0,15,15,3.66,A,45,2,3.38,3.52,1,Sophomore
LU25400,Fall 2025,Arts & Sciences,Psychology,0,0,0,0,3.13,15,11,1.89,F,74,1,1.94,1.91,1,Freshman
LU25401,Fall 2025,Education,Secondary Education,0,0,0,0,3.8,14,14,3.49,A,90,1,3.19,3.34,1,Sophomore
LU25402,Fall 2025,Arts & Sciences,Economics,0,1,1,1,3.37,14,11,2.09,D,63,5,2.46,2.28,1,Freshman
LU25403,Fall 2025,Engineering,Electrical Engineering,1,0,0,0,3.55,14,14,3.06,B,100,2,3.72,3.39,1,Sophomore
LU25404,Fall 2025,Arts & Sciences,English,0,0,0,0,3.04,16,16,2.62,,92,2,2.42,2.52,1,Sophomore
LU25405,Fall 2025,Undeclared,Undeclared,0,0,1,1,3.97,13,13,3.3,,106,2,3.33,3.31,1,Sophomore
LU25406,Fall 2025,Business,Management,0,0,1,1,3.31,14,14,3.32,A,109,1,3.16,3.24,1,Sophomore
LU25407,Fall 2025,Nursing & Health,Kinesiology,1,0,1,1,3.55,17,17,3.05,,90,1,3.0,3.03,1,Sophomore
LU25408,Fall 2025,Arts & Sciences,Chemistry,1,1,0,0,3.9,15,15,3.43,A,111,2,3.14,3.29,1,Sophomore
LU25409,Fall 2025,Nursing & Health,Kinesiology,1,0,0,1,3.3,15,8,2.12,F,82,1,,2.12,0,Not enrolled
LU25410,Fall 2025,Business,Marketing,0,0,0,1,3.31,14,14,2.98,B,130,1,3.18,3.08,1,Sophomore
LU25411,Fall 2025,Business,Accounting,0,1,0,0,3.51,16,16,3.62,B,102,2,3.4,3.51,1,Sophomore
LU25412,Fall 2025,Undeclared,Undeclared,0,0,0,0,3.14,15,15,2.82,,53,0,3.04,2.93,1,Sophomore
LU25413,Fall 2025,Engineering,Computer Science,1,1,0,0,2.89,16,16,2.75,C,62,1,2.71,2.73,1,Sophomore
LU25414,Fall 2025,Engineering,Computer Science,1,0,0,0,3.51,13,13,2.96,C,75,2,2.96,2.96,1,Sophomore
LU25415,Fall 2025,Business,Management,0,0,0,0,3.76,14,14,3.93,A,106,1,3.91,3.92,1,Sophomore
LU25416,Fall 2025,Nursing & Health,Nursing,1,1,0,0,3.08,14,14,2.84,,81,0,3.07,2.96,1,Sophomore
LU25417,Fall 2025,Arts & Sciences,Economics,0,0,0,1,2.93,12,5,2.13,D,56,1,2.29,2.21,1,Freshman
